i 1 yvbglf yvbglf 23 yvbglf yvbglf 116 116 116
i 2 wvvqzz wvvqzz 114 wvvqzz wvvqzz 1 1 1
i 3 wveihy wveihy 14 wveihy wveihy 39 39 39
i 4 qfklsp qfklsp 793 qfklsp qfklsp 93 93 93
i 5 nnzyum nnzyum 20 nnzyum nnzyum 48 48 48
i 6 khilhc khilhc 310 khilhc khilhc 117 117 117
i 7 zwqiwm zwqiwm 497 zwqiwm zwqiwm 71 71 71
i 8 tkclbn tkclbn 80 tkclbn tkclbn 92 92 92
i 9 cdnwsz cdnwsz 100 cdnwsz cdnwsz 62 62 62
i 10 jvpszi jvpszi 975 jvpszi jvpszi 7 7 7
i 11 gpjdbj gpjdbj 224 gpjdbj gpjdbj 114 114 114
i 12 tyiulm tyiulm 347 tyiulm tyiulm 6 6 6
i 13 qymkzz qymkzz 700 qymkzz qymkzz 8 8 8
i 14 wdaxna wdaxna 614 wdaxna wdaxna 84 84 84
i 15 pizttt pizttt 27 pizttt pizttt 80 80 80
i 16 txigkt txigkt 74 txigkt txigkt 116 116 116
i 17 rjorkc rjorkc 771 rjorkc rjorkc 68 68 68
i 18 hcfveg hcfveg 251 hcfveg hcfveg 79 79 79
i 19 oqojle oqojle 853 oqojle oqojle 76 76 76
i 20 dfkpzh dfkpzh 681 dfkpzh dfkpzh 46 46 46
i 21 shjcln shjcln 488 shjcln shjcln 87 87 87
i 22 rpqvvh rpqvvh 866 rpqvvh rpqvvh 55 55 55
i 23 zfuklr zfuklr 642 zfuklr zfuklr 76 76 76
i 24 xaewjx xaewjx 160 xaewjx xaewjx 21 21 21
i 25 hadsnn hadsnn 103 hadsnn hadsnn 98 98 98
i 26 ffbaor ffbaor 602 ffbaor ffbaor 55 55 55
i 27 yizjcp yizjcp 118 yizjcp yizjcp 61 61 61
i 28 sgxbdn sgxbdn 981 sgxbdn sgxbdn 114 114 114
i 29 nifcyu nifcyu 674 nifcyu nifcyu 77 77 77
i 30 ahfqbt ahfqbt 366 ahfqbt ahfqbt 89 89 89
i 31 eflgvn eflgvn 637 eflgvn eflgvn 85 85 85
i 32 tgqytv tgqytv 879 tgqytv tgqytv 93 93 93
i 33 eqlemu eqlemu 173 eqlemu eqlemu 4 4 4
i 34 dofgkl dofgkl 528 dofgkl dofgkl 62 62 62
i 35 stwpgf stwpgf 876 stwpgf stwpgf 13 13 13
i 36 nvzisk nvzisk 119 nvzisk nvzisk 2 2 2
i 37 afcpbl afcpbl 923 afcpbl afcpbl 60 60 60
i 38 cinmvv cinmvv 416 cinmvv cinmvv 116 116 116
i 39 oafwhk oafwhk 279 oafwhk oafwhk 88 88 88
i 40 hwczhw hwczhw 142 hwczhw hwczhw 27 27 27
i 41 daygoc daygoc 0 daygoc daygoc 108 108 108
i 42 mzckug mzckug 736 mzckug mzckug 20 20 20
i 43 gfgnpd gfgnpd 237 gfgnpd gfgnpd 20 20 20
i 44 clwjju clwjju 538 clwjju clwjju 0 0 0
i 45 wtukvh wtukvh 762 wtukvh wtukvh 47 47 47
i 46 igtdmt igtdmt 115 igtdmt igtdmt 26 26 26
i 47 zwfobo zwfobo 151 zwfobo zwfobo 29 29 29
i 48 cjolfj cjolfj 534 cjolfj cjolfj 19 19 19
i 49 cuqzds cuqzds 566 cuqzds cuqzds 96 96 96
i 50 zcrlvg zcrlvg 550 zcrlvg zcrlvg 100 100 100
i 51 cllgca cllgca 825 cllgca cllgca 14 14 14
i 52 larqjt larqjt 493 larqjt larqjt 73 73 73
i 53 olmteu olmteu 579 olmteu olmteu 65 65 65
i 54 wwqudw wwqudw 458 wwqudw wwqudw 65 65 65
i 55 kdpmdb kdpmdb 72 kdpmdb kdpmdb 12 12 12
i 56 dlgmfc dlgmfc 163 dlgmfc dlgmfc 97 97 97
i 57 nnothu nnothu 720 nnothu nnothu 26 26 26
i 58 spaxns spaxns 209 spaxns spaxns 87 87 87
i 59 wwlzxd wwlzxd 72 wwlzxd wwlzxd 114 114 114
i 60 rwowyp rwowyp 803 rwowyp rwowyp 30 30 30
i 61 cfhmbi cfhmbi 406 cfhmbi cfhmbi 58 58 58
i 62 zwrmoa zwrmoa 34 zwrmoa zwrmoa 76 76 76
i 63 xxkwda xxkwda 865 xxkwda xxkwda 50 50 50
i 64 wnqxfj wnqxfj 423 wnqxfj wnqxfj 95 95 95
i 65 ouvsep ouvsep 0 ouvsep ouvsep 85 85 85
